product_name,product_type,purchase_price,unit_price,sku,stock_status,current_stock,discount,discount_type,product_images,additional_images,category,sub_category,standard_delivery_time,weight,height,length,width,product_description,meta_tags_description,rating,review_count,seller_name,source_site,source_url,product_id,scraped_at,original_title,variants
"ASUS ROG Strix G16 (2025) Gaming Laptop, 16 FHD 1610 165Hz3ms Display, NVIDIA GeForce RTX 5060 Laptop GPU, Intel Core i7 Processor 14650HX, 16GB DDR5, 1TB Gen 4 SSD, Wi-Fi 7, Windows 11 Home",Single Product,1119.2,1399.0,AMZ-LAP-0019,In Stock,86,0.0,%,['https://m.media-amazon.com/images/I/71zuMSjwDfL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality ASUS ROG Strix G16 (2025) Gaming Laptop, 16 FHD 1610 165Hz3ms Display, NVIDIA GeForce RTX 5060 Laptop GPU, Intel Core i7 Processor 14650HX, 16GB DDR5, 1TB Gen 4 SSD, Wi-Fi 7, Windows 11 Home from Amazon with fast shipping and customer support","Buy ASUS ROG Strix G16 (2025) Gaming Laptop, 16 FHD 1610 165Hz3ms Display, NVIDIA GeForce RTX 5060 Laptop GPU, Intel Core i7 Processor 14650HX, 16GB DDR5, 1TB Gen 4 SSD, Wi-Fi 7, Windows 11 Home from Amazon at competitive prices",4.5,96,Amazon,Amazon,https://www.amazon.com/ASUS-ROG-Strix-Gaming-Laptop/dp/B0DZZWMB2L/ref=sr_1_19?dib=eyJ2IjoiMSJ9.Pkov0HztbNlbKMzGIBUktLvPswMbjo3OI14jn0P6x6-gfk8096Sbzn3o_tU2TuuVJ9s5n4K9WgNVu7sHvPCsTU-qfAJ7mVwSi68Ds0PZDkvXJf5bRAEc7oK1DLbxtccxPa3TXjJjmRO6a28TEpGx7vPi0D9lzSxUWerEILuoos4KnaIBthbQ8KN9CnNoNB9GRrVz2JqK3idZJlHcESjDligFqEXLIWkePK9zSSw9hHA.0mvXuDhnlTX-VRcDZ12TIe7Wv-b9DLWNAnAbHPqfOH8&dib_tag=se&keywords=laptop&qid=1757604839&sr=8-19,amazon_laptop_19,2025-09-11T20:35:45.800367,"ASUS ROG Strix G16 (2025) Gaming Laptop, 16 FHD 1610 165Hz3ms Display, NVIDIA GeForce RTX 5060 Laptop GPU, Intel Core i7 Processor 14650HX, 16GB DDR5, 1TB Gen 4 SSD, Wi-Fi 7, Windows 11 Home","[{'storage': '64GB', 'price': 39.13, 'stock': 15, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 39.51, 'stock': 16, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 39.51, 'stock': 13, 'sku': 'STORAGE-256GB'}]"
"HP 14 HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam(Renewed)",Single Product,11.2,14.0,AMZ-LAP-0020,In Stock,68,0.0,%,['https://m.media-amazon.com/images/I/51wUE2WiNrL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality HP 14 HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam(Renewed) from Amazon with fast shipping and customer support","Buy HP 14 HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam(Renewed) from Amazon at competitive prices",4.1,493,Amazon,Amazon,https://www.amazon.com/HP-14-Laptop-Dual-Core-Processor/dp/B09Z111KTW/ref=sr_1_20?dib=eyJ2IjoiMSJ9.Pkov0HztbNlbKMzGIBUktLvPswMbjo3OI14jn0P6x6-gfk8096Sbzn3o_tU2TuuVJ9s5n4K9WgNVu7sHvPCsTU-qfAJ7mVwSi68Ds0PZDkvXJf5bRAEc7oK1DLbxtccxPa3TXjJjmRO6a28TEpGx7vPi0D9lzSxUWerEILuoos4KnaIBthbQ8KN9CnNoNB9GRrVz2JqK3idZJlHcESjDligFqEXLIWkePK9zSSw9hHA.0mvXuDhnlTX-VRcDZ12TIe7Wv-b9DLWNAnAbHPqfOH8&dib_tag=se&keywords=laptop&qid=1757604839&sr=8-20,amazon_laptop_20,2025-09-11T20:35:51.761505,"HP 14 HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam(Renewed)","[{'storage': '64GB', 'price': 121.45, 'stock': 23, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 122.62, 'stock': 10, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 122.62, 'stock': 5, 'sku': 'STORAGE-256GB'}]"
"Lenovo IdeaPad 2025 Student Laptop, 15.6 FHD Display, Intel 4-Core CPU, 12GB RAM, 256GB SSD, Wi-Fi 6, Webcam, Windows 11, 1-Year ADP  Office 365 with 1TB Cloud, School  Home Use, wCooler Bundle",Single Product,247.2,309.0,AMZ-LAP-0021,In Stock,20,0.0,%,['https://m.media-amazon.com/images/I/71fjFws5FSL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality Lenovo IdeaPad 2025 Student Laptop, 15.6 FHD Display, Intel 4-Core CPU, 12GB RAM, 256GB SSD, Wi-Fi 6, Webcam, Windows 11, 1-Year ADP  Office 365 with 1TB Cloud, School  Home Use, wCooler Bundle from Amazon with fast shipping and customer support","Buy Lenovo IdeaPad 2025 Student Laptop, 15.6 FHD Display, Intel 4-Core CPU, 12GB RAM, 256GB SSD, Wi-Fi 6, Webcam, Windows 11, 1-Year ADP  Office 365 with 1TB Cloud, School  Home Use, wCooler Bundle from Amazon at competitive prices",4.4,191,Amazon,Amazon,https://www.amazon.com/Lenovo-IdeaPad-Student-Display-Windows/dp/B0FLF8K3YJ/ref=sr_1_21?dib=eyJ2IjoiMSJ9.Pkov0HztbNlbKMzGIBUktLvPswMbjo3OI14jn0P6x6-gfk8096Sbzn3o_tU2TuuVJ9s5n4K9WgNVu7sHvPCsTU-qfAJ7mVwSi68Ds0PZDkvXJf5bRAEc7oK1DLbxtccxPa3TXjJjmRO6a28TEpGx7vPi0D9lzSxUWerEILuoos4KnaIBthbQ8KN9CnNoNB9GRrVz2JqK3idZJlHcESjDligFqEXLIWkePK9zSSw9hHA.0mvXuDhnlTX-VRcDZ12TIe7Wv-b9DLWNAnAbHPqfOH8&dib_tag=se&keywords=laptop&qid=1757604839&sr=8-21,amazon_laptop_21,2025-09-11T20:35:57.641279,"Lenovo IdeaPad 2025 Student Laptop, 15.6 FHD Display, Intel 4-Core CPU, 12GB RAM, 256GB SSD, Wi-Fi 6, Webcam, Windows 11, 1-Year ADP  Office 365 with 1TB Cloud, School  Home Use, wCooler Bundle","[{'storage': '64GB', 'price': 134.25, 'stock': 14, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 135.54, 'stock': 5, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 135.54, 'stock': 24, 'sku': 'STORAGE-256GB'}]"
"SGIN 17.3 Inch Laptop Computer, Win 11 Laptops with Celeron I3 Processor, 4GB DDR3 128GB SSD, 60800mWh Battery, FHD IPS Display, HDMI, Type-C, Numpad, 5G WiFi, BT4.2, for Business and Students",Single Product,191.2,239.0,AMZ-LAP-0022,In Stock,97,0.0,%,['https://m.media-amazon.com/images/I/71AMWUfKq3L._AC_UY218_.jpg'],[],Electronics,Laptops,24 hr(s),0.0,0.0,0.0,0.0,"Quality SGIN 17.3 Inch Laptop Computer, Win 11 Laptops with Celeron I3 Processor, 4GB DDR3 128GB SSD, 60800mWh Battery, FHD IPS Display, HDMI, Type-C, Numpad, 5G WiFi, BT4.2, for Business and Students from Amazon with fast shipping and customer support","Buy SGIN 17.3 Inch Laptop Computer, Win 11 Laptops with Celeron I3 Processor, 4GB DDR3 128GB SSD, 60800mWh Battery, FHD IPS Display, HDMI, Type-C, Numpad, 5G WiFi, BT4.2, for Business and Students from Amazon at competitive prices",5.0,24,Amazon,Amazon,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MjAxOTk3MjIzMDM4NDkxOjE3NTc2MDQ4NDA6c3BfYnRmOjMwMDg3MjE3NzE4NTUwMjo6MDo6&url=%2FSGIN-Computer-Processor-60800mWh-Business%2Fdp%2FB0FNC7K6R1%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.Pkov0HztbNlbKMzGIBUktLvPswMbjo3OI14jn0P6x6-gfk8096Sbzn3o_tU2TuuVJ9s5n4K9WgNVu7sHvPCsTU-qfAJ7mVwSi68Ds0PZDkvXJf5bRAEc7oK1DLbxtccxPa3TXjJjmRO6a28TEpGx7vPi0D9lzSxUWerEILuoos4KnaIBthbQ8KN9CnNoNB9GRrVz2JqK3idZJlHcESjDligFqEXLIWkePK9zSSw9hHA.0mvXuDhnlTX-VRcDZ12TIe7Wv-b9DLWNAnAbHPqfOH8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1757604839%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,amazon_laptop_22,2025-09-11T20:36:01.452365,"SGIN 17.3 Inch Laptop Computer, Win 11 Laptops with Celeron I3 Processor, 4GB DDR3 128GB SSD, 60800mWh Battery, FHD IPS Display, HDMI, Type-C, Numpad, 5G WiFi, BT4.2, for Business and Students","[{'storage': '64GB', 'price': 136.04, 'stock': 15, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 137.35, 'stock': 15, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 137.35, 'stock': 15, 'sku': 'STORAGE-256GB'}]"
"WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone and up to 50 Hours Battery Life with Quick Charging, Black",Single Product,3.2,4.0,AMZ-SON-0001,In Stock,91,0.0,%,['https://m.media-amazon.com/images/I/41lArSiD5hL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone and up to 50 Hours Battery Life with Quick Charging, Black from Amazon with fast shipping and customer support","Buy WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone and up to 50 Hours Battery Life with Quick Charging, Black from Amazon at competitive prices",4.5,91,Amazon,Amazon,https://www.amazon.com/Sony-WH-CH520-Headphones-Bluetooth-Microphone/dp/B0BS1PRC4L/ref=sr_1_1?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-1,amazon_sony_1,2025-09-11T20:36:22.844789,"WH-CH520 Wireless Headphones Bluetooth On-Ear Headset with Microphone and up to 50 Hours Battery Life with Quick Charging, Black","[{'storage': '64GB', 'price': 176.07, 'stock': 18, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 177.76, 'stock': 11, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 177.76, 'stock': 7, 'sku': 'STORAGE-256GB'}]"
"WH-1000XM6 The Best Noise Canceling Wireless Headphones, HD NC Processor QN3, 12 Microphones, Adaptive NC Optimizer, Mastered by Engineers, Studio-Quality, 30-Hour Battery, Black",Single Product,342.4,428.0,AMZ-SON-0002,In Stock,53,0.0,%,['https://m.media-amazon.com/images/I/61nGlYFDZNL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality WH-1000XM6 The Best Noise Canceling Wireless Headphones, HD NC Processor QN3, 12 Microphones, Adaptive NC Optimizer, Mastered by Engineers, Studio-Quality, 30-Hour Battery, Black from Amazon with fast shipping and customer support","Buy WH-1000XM6 The Best Noise Canceling Wireless Headphones, HD NC Processor QN3, 12 Microphones, Adaptive NC Optimizer, Mastered by Engineers, Studio-Quality, 30-Hour Battery, Black from Amazon at competitive prices",4.4,861,Amazon,Amazon,https://www.amazon.com/Sony-WH-1000XM6-Headphones-Microphones-Studio-Quality/dp/B0F3PQHWTZ/ref=sr_1_2?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-2,amazon_sony_2,2025-09-11T20:36:27.819057,"WH-1000XM6 The Best Noise Canceling Wireless Headphones, HD NC Processor QN3, 12 Microphones, Adaptive NC Optimizer, Mastered by Engineers, Studio-Quality, 30-Hour Battery, Black","[{'storage': '64GB', 'price': 97.24, 'stock': 17, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 98.18, 'stock': 13, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 98.18, 'stock': 11, 'sku': 'STORAGE-256GB'}]"
"WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4",Single Product,158.4,198.0,AMZ-SON-0003,In Stock,67,0.0,%,['https://m.media-amazon.com/images/I/61oqO1AMbdL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4 from Amazon with fast shipping and customer support","Buy WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4 from Amazon at competitive prices",4.6,60911,Amazon,Amazon,https://www.amazon.com/Sony-WH-1000XM4-Canceling-Headphones-phone-call/dp/B0863TXGM3/ref=sr_1_3?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-3,amazon_sony_3,2025-09-11T20:36:35.485372,"WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Black WH1000XM4","[{'storage': '64GB', 'price': 176.53, 'stock': 23, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 178.23, 'stock': 15, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 178.23, 'stock': 25, 'sku': 'STORAGE-256GB'}]"
FE 16-35mm F2.8 GM II,Single Product,1998.4,2498.0,AMZ-SON-0004,In Stock,77,0.0,%,['https://m.media-amazon.com/images/I/71Rw46AQEHL._AC_UY218_.jpg'],[],Electronics,General,24 hr(s),0.0,0.0,0.0,0.0,Quality FE 16-35mm F2.8 GM II from Amazon with fast shipping and customer support,Buy FE 16-35mm F2.8 GM II from Amazon at competitive prices,4.7,62,Amazon,Amazon,https://www.amazon.com/Sony-FE-16-35mm-F2-8-GM/dp/B0CGTW24VF/ref=sr_1_4?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-4,amazon_sony_4,2025-09-11T20:36:43.294289,FE 16-35mm F2.8 GM II,[]
"WH-CH720N Noise Canceling Wireless Headphones Bluetooth Over The Ear Headset with Microphone and Alexa Built-in, Black New",Single Product,118.4,148.0,AMZ-SON-0005,In Stock,100,0.0,%,['https://m.media-amazon.com/images/I/51rpbVmi9XL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality WH-CH720N Noise Canceling Wireless Headphones Bluetooth Over The Ear Headset with Microphone and Alexa Built-in, Black New from Amazon with fast shipping and customer support","Buy WH-CH720N Noise Canceling Wireless Headphones Bluetooth Over The Ear Headset with Microphone and Alexa Built-in, Black New from Amazon at competitive prices",4.4,12022,Amazon,Amazon,https://www.amazon.com/Sony-WH-CH720N-Canceling-Headphones-Microphone/dp/B0BS1QCFHX/ref=sr_1_5?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-5,amazon_sony_5,2025-09-11T20:36:50.542889,"WH-CH720N Noise Canceling Wireless Headphones Bluetooth Over The Ear Headset with Microphone and Alexa Built-in, Black New","[{'storage': '64GB', 'price': 122.82, 'stock': 6, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 124.0, 'stock': 20, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 124.0, 'stock': 19, 'sku': 'STORAGE-256GB'}]"
FE 24-70mm F2.8 GM II Lens Black,Single Product,1958.4,2448.0,AMZ-SON-0006,In Stock,23,0.0,%,['https://m.media-amazon.com/images/I/61kmXaM+PyL._AC_UY218_.jpg'],[],Electronics,General,24 hr(s),0.0,0.0,0.0,0.0,Quality FE 24-70mm F2.8 GM II Lens Black from Amazon with fast shipping and customer support,Buy FE 24-70mm F2.8 GM II Lens Black from Amazon at competitive prices,4.6,307,Amazon,Amazon,https://www.amazon.com/Sony-FE-24-70mm-F2-8-Lens/dp/B09YYY6P98/ref=sr_1_6?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-6,amazon_sony_6,2025-09-11T20:36:55.912005,FE 24-70mm F2.8 GM II Lens Black,[]
"WH-1000XM5 Premium Noise Canceling Headphones, Auto NC Optimizer, 30-Hour Battery, Alexa Voice Control, Black",Single Product,238.4,298.0,AMZ-SON-0007,In Stock,16,0.0,%,['https://m.media-amazon.com/images/I/51aXvjzcukL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality WH-1000XM5 Premium Noise Canceling Headphones, Auto NC Optimizer, 30-Hour Battery, Alexa Voice Control, Black from Amazon with fast shipping and customer support","Buy WH-1000XM5 Premium Noise Canceling Headphones, Auto NC Optimizer, 30-Hour Battery, Alexa Voice Control, Black from Amazon at competitive prices",4.3,17935,Amazon,Amazon,https://www.amazon.com/Sony-WH-1000XM5-Canceling-Headphones-Hands-Free/dp/B09XS7JWHH/ref=sr_1_7?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-7,amazon_sony_7,2025-09-11T20:37:01.757021,"WH-1000XM5 Premium Noise Canceling Headphones, Auto NC Optimizer, 30-Hour Battery, Alexa Voice Control, Black","[{'storage': '64GB', 'price': 127.63, 'stock': 5, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 128.86, 'stock': 17, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 128.86, 'stock': 5, 'sku': 'STORAGE-256GB'}]"
"WF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling Earbuds  in-Ear Headphones with Alexa Built-in, Black",Single Product,170.4,213.0,AMZ-SON-0008,In Stock,52,0.0,%,['https://m.media-amazon.com/images/I/61GJAFdM9pL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,"Quality WF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling Earbuds  in-Ear Headphones with Alexa Built-in, Black from Amazon with fast shipping and customer support","Buy WF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling Earbuds  in-Ear Headphones with Alexa Built-in, Black from Amazon at competitive prices",3.8,4825,Amazon,Amazon,https://www.amazon.com/Sony-WF-1000XM5-Bluetooth-Canceling-Headphones/dp/B0C33XXS56/ref=sr_1_8?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-8,amazon_sony_8,2025-09-11T20:37:06.583461,"WF-1000XM5 The Best Truly Wireless Bluetooth Noise Canceling Earbuds  in-Ear Headphones with Alexa Built-in, Black","[{'storage': '64GB', 'price': 134.07, 'stock': 19, 'sku': 'STORAGE-64GB'}, {'storage': '128GB', 'price': 135.36, 'stock': 19, 'sku': 'STORAGE-128GB'}, {'storage': '256GB', 'price': 135.36, 'stock': 12, 'sku': 'STORAGE-256GB'}]"
Alpha ZV-E10 - APS-C Interchangeable Lens Mirrorless Vlog Camera Kit - Black,Single Product,574.18,717.73,AMZ-SON-0009,In Stock,33,0.0,%,['https://m.media-amazon.com/images/I/71tNHVuBEhL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,Quality Alpha ZV-E10 - APS-C Interchangeable Lens Mirrorless Vlog Camera Kit - Black from Amazon with fast shipping and customer support,Buy Alpha ZV-E10 - APS-C Interchangeable Lens Mirrorless Vlog Camera Kit - Black from Amazon at competitive prices,4.6,2094,Amazon,Amazon,https://www.amazon.com/Sony-Alpha-ZV-E10-Interchangeable-Mirrorless/dp/B09BBLH4SG/ref=sr_1_9?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-9,amazon_sony_9,2025-09-11T20:37:10.658441,Alpha ZV-E10 - APS-C Interchangeable Lens Mirrorless Vlog Camera Kit - Black,[]
Alpha 7 IV Full-frame Mirrorless Interchangeable Lens Camera with 28-70mm Zoom Lens Kit,Single Product,1725.9,2157.38,AMZ-SON-0010,In Stock,73,0.0,%,['https://m.media-amazon.com/images/I/81jlDvZPMnL._AC_UY218_.jpg'],[],Electronics,Smartphones,24 hr(s),0.0,0.0,0.0,0.0,Quality Alpha 7 IV Full-frame Mirrorless Interchangeable Lens Camera with 28-70mm Zoom Lens Kit from Amazon with fast shipping and customer support,Buy Alpha 7 IV Full-frame Mirrorless Interchangeable Lens Camera with 28-70mm Zoom Lens Kit from Amazon at competitive prices,4.7,1024,Amazon,Amazon,https://www.amazon.com/Sony-Full-frame-Mirrorless-Interchangeable-28-70mm/dp/B09JZRWRJN/ref=sr_1_10?dib=eyJ2IjoiMSJ9.r1fm-h0MfdYw4nPdpdtHlioBfaIWvMnrGrOkY91pfB8XQ5bx2MoSCMEUX2Y3e-jc7W8KEOByYukj7LRD5p0nB0_1hA2wFN6A8WTxR6OgajEGAGRVqbNOSg4yRpT8V08zxAMzZB3i63V-SbcRrMagWksHkZl60j7WxHK2vObKWXoBwNdY1D-G_nfTMyA5YQobF7ZffomdPhx_nA3jccKglA6YdiFZwVK_1SrFVT7hv_0.IT4PTwcjVU0LpqAEOxS54lxgfamGP6S4wuyQ5JV4rXw&dib_tag=se&keywords=sony&qid=1757604981&sr=8-10,amazon_sony_10,2025-09-11T20:37:17.895187,Alpha 7 IV Full-frame Mirrorless Interchangeable Lens Camera with 28-70mm Zoom Lens Kit,[]
